site,signature,n_blocks,age_years,horizon_months,R_now,R_future,cond_prob_failure,expected_failures,expected_failures_block_level,beta,eta,distribution,loglik,stratum,credibility_Z,left_truncated
Polk Cedartown 2,SOILING,1,2.754,12,0.911622,0.873998,0.041272,0.041272,0.0413,1.2118,19.6348,weibull,,fleet,0.383,True
Polk Cedartown 2,SOILING,1,2.754,24,0.911622,0.835856,0.083112,0.083112,0.0831,1.2118,19.6348,weibull,,fleet,0.383,True
Polk Cedartown 2,SOILING,1,2.754,36,0.911622,0.797743,0.124919,0.124919,0.1249,1.2118,19.6348,weibull,,fleet,0.383,True
Calipatria Solar Farm,OUTAGE_FULL,9,9.832,12,0.540485,0.502584,0.070125,0.070125,0.6311,1.153,14.9815,weibull,,fleet,1.0,True
Calipatria Solar Farm,OUTAGE_FULL,9,9.832,24,0.540485,0.466857,0.136227,0.136227,1.226,1.153,14.9815,weibull,,fleet,1.0,True
Calipatria Solar Farm,OUTAGE_FULL,9,9.832,36,0.540485,0.433253,0.198401,0.198401,1.7856,1.153,14.9815,weibull,,fleet,1.0,True
Calibrant Bakersfield LLC,UNATTRIBUTED,1,2.831,12,0.553618,0.427395,0.227997,0.227997,0.228,1.2,4.3863,weibull,,fleet,0.566,True
Calibrant Bakersfield LLC,UNATTRIBUTED,1,2.831,24,0.553618,0.325357,0.412307,0.412307,0.4123,1.2,4.3863,weibull,,fleet,0.566,True
Calibrant Bakersfield LLC,UNATTRIBUTED,1,2.831,36,0.553618,0.244822,0.557778,0.557778,0.5578,1.2,4.3863,weibull,,fleet,0.566,True
Held Solar Project,BOS_INTERMITTENT,3,6.754,12,0.407287,0.340285,0.164509,0.164509,0.4935,1.3211,7.3259,weibull,,fleet,1.0,True
Held Solar Project,BOS_INTERMITTENT,3,6.754,24,0.407287,0.282148,0.307252,0.307252,0.9218,1.3211,7.3259,weibull,,fleet,1.0,True
Held Solar Project,BOS_INTERMITTENT,3,6.754,36,0.407287,0.232308,0.429621,0.429621,1.2889,1.3211,7.3259,weibull,,fleet,1.0,True
Hecate Energy Highland LLC,UNATTRIBUTED,158,1.585,12,0.744653,0.588463,0.209748,0.209748,33.1401,1.2,4.3863,weibull,,fleet,0.317,True
Hecate Energy Highland LLC,UNATTRIBUTED,158,1.585,24,0.744653,0.456099,0.387501,0.387501,61.2252,1.2,4.3863,weibull,,fleet,0.317,True
Hecate Energy Highland LLC,UNATTRIBUTED,158,1.585,36,0.744653,0.348314,0.532246,0.532246,84.0949,1.2,4.3863,weibull,,fleet,0.317,True
Thornton PV1,BLOCK_OUTAGE,3,10.001,12,0.341695,0.30245,0.114854,0.114854,0.3446,1.1292,9.3899,weibull,,fleet,1.0,True
Thornton PV1,BLOCK_OUTAGE,3,10.001,24,0.341695,0.267326,0.217647,0.217647,0.6529,1.1292,9.3899,weibull,,fleet,1.0,True
Thornton PV1,BLOCK_OUTAGE,3,10.001,36,0.341695,0.235966,0.309426,0.309426,0.9283,1.1292,9.3899,weibull,,fleet,1.0,True
The Village at Orchard Ridge (TVOR),UNATTRIBUTED,1,2.754,12,0.564329,0.436191,0.227063,0.227063,0.2271,1.2,4.3863,weibull,,fleet,0.583,True
The Village at Orchard Ridge (TVOR),UNATTRIBUTED,1,2.754,24,0.564329,0.332377,0.411021,0.411021,0.411,1.2,4.3863,weibull,,fleet,0.583,True
The Village at Orchard Ridge (TVOR),UNATTRIBUTED,1,2.754,36,0.564329,0.250311,0.556445,0.556445,0.5564,1.2,4.3863,weibull,,fleet,0.583,True
The Village at Orchard Ridge (TVOR),SOILING,1,2.754,12,0.911622,0.873998,0.041272,0.041272,0.0413,1.2118,19.6348,weibull,,fleet,0.583,True
The Village at Orchard Ridge (TVOR),SOILING,1,2.754,24,0.911622,0.835856,0.083112,0.083112,0.0831,1.2118,19.6348,weibull,,fleet,0.583,True
The Village at Orchard Ridge (TVOR),SOILING,1,2.754,36,0.911622,0.797743,0.124919,0.124919,0.1249,1.2118,19.6348,weibull,,fleet,0.583,True
Pollocksville Solar,UNATTRIBUTED,10,8.999,12,0.093593,0.068012,0.273324,0.273324,2.7332,1.2,4.3863,weibull,,fleet,1.0,True
Pollocksville Solar,UNATTRIBUTED,10,8.999,24,0.093593,0.049104,0.475342,0.475342,4.7534,1.2,4.3863,weibull,,fleet,1.0,True
Pollocksville Solar,UNATTRIBUTED,10,8.999,36,0.093593,0.035242,0.623459,0.623459,6.2346,1.2,4.3863,weibull,,fleet,1.0,True
Hecate Energy Cherrydale LLC,BLOCK_OUTAGE,10,8.082,12,0.429898,0.38172,0.112068,0.112068,1.1207,1.1292,9.3899,weibull,,fleet,1.0,True
Hecate Energy Cherrydale LLC,BLOCK_OUTAGE,10,8.082,24,0.429898,0.338364,0.212921,0.212921,2.1292,1.1292,9.3899,weibull,,fleet,1.0,True
Hecate Energy Cherrydale LLC,BLOCK_OUTAGE,10,8.082,36,0.429898,0.299465,0.303405,0.303405,3.034,1.1292,9.3899,weibull,,fleet,1.0,True
Hecate Energy Cherrydale LLC,UNATTRIBUTED,10,8.082,12,0.124664,0.091174,0.268641,0.268641,2.6864,1.2,4.3863,weibull,,fleet,1.0,True
Hecate Energy Cherrydale LLC,UNATTRIBUTED,10,8.082,24,0.124664,0.066217,0.468834,0.468834,4.6883,1.2,4.3863,weibull,,fleet,1.0,True
Hecate Energy Cherrydale LLC,UNATTRIBUTED,10,8.082,36,0.124664,0.047784,0.616696,0.616696,6.167,1.2,4.3863,weibull,,fleet,1.0,True
Hecate Energy Albany County 1,OUTAGE_FULL,9,1.832,12,0.915177,0.863745,0.056198,0.056198,0.5058,1.153,14.9815,weibull,,fleet,0.383,True
Hecate Energy Albany County 1,OUTAGE_FULL,9,1.832,24,0.915177,0.812537,0.112153,0.112153,1.0094,1.153,14.9815,weibull,,fleet,0.383,True
Hecate Energy Albany County 1,OUTAGE_FULL,9,1.832,36,0.915177,0.762442,0.166891,0.166891,1.502,1.153,14.9815,weibull,,fleet,0.383,True
Hecate Energy Beacon Solar 1,BOS_INTERMITTENT,26,8.668,12,0.286825,0.236297,0.176162,0.176162,4.5802,1.3211,7.3259,weibull,,fleet,1.0,True
Hecate Energy Beacon Solar 1,BOS_INTERMITTENT,26,8.668,24,0.286825,0.193399,0.325726,0.325726,8.4689,1.3211,7.3259,weibull,,fleet,1.0,True
Hecate Energy Beacon Solar 1,BOS_INTERMITTENT,26,8.668,36,0.286825,0.157321,0.451509,0.451509,11.7392,1.3211,7.3259,weibull,,fleet,1.0,True
Hecate Energy Blair Road LLC,TRACKER,7,7.915,12,0.782108,0.756322,0.032969,0.032969,0.2308,1.0748,29.209,weibull,,fleet,1.0,True
Hecate Energy Blair Road LLC,TRACKER,7,7.915,24,0.782108,0.73118,0.065116,0.065116,0.4558,1.0748,29.209,weibull,,fleet,1.0,True
Hecate Energy Blair Road LLC,TRACKER,7,7.915,36,0.782108,0.706692,0.096426,0.096426,0.675,1.0748,29.209,weibull,,fleet,1.0,True
Port Reading 8 Solar,OUTAGE_FULL,1,3.001,12,0.855041,0.803972,0.059727,0.059727,0.0597,1.153,14.9815,weibull,,fleet,0.583,True
Port Reading 8 Solar,OUTAGE_FULL,1,3.001,24,0.855041,0.754122,0.118028,0.118028,0.118,1.153,14.9815,weibull,,fleet,0.583,True
Port Reading 8 Solar,OUTAGE_FULL,1,3.001,36,0.855041,0.705949,0.174368,0.174368,0.1744,1.153,14.9815,weibull,,fleet,0.583,True
Port Reading 8 Solar,BOS_INTERMITTENT,1,3.001,12,0.735261,0.637827,0.132517,0.132517,0.1325,1.3211,7.3259,weibull,,fleet,0.583,True
Port Reading 8 Solar,BOS_INTERMITTENT,1,3.001,24,0.735261,0.546709,0.256442,0.256442,0.2564,1.3211,7.3259,weibull,,fleet,0.583,True
Port Reading 8 Solar,BOS_INTERMITTENT,1,3.001,36,0.735261,0.463814,0.369184,0.369184,0.3692,1.3211,7.3259,weibull,,fleet,0.583,True
Pontiac 1A,UNATTRIBUTED,1,1.333,12,0.786979,0.625711,0.20492,0.20492,0.2049,1.2,4.3863,weibull,,fleet,0.383,True
Pontiac 1A,UNATTRIBUTED,1,1.333,24,0.786979,0.487076,0.381081,0.381081,0.3811,1.2,4.3863,weibull,,fleet,0.383,True
Pontiac 1A,UNATTRIBUTED,1,1.333,36,0.786979,0.373247,0.525722,0.525722,0.5257,1.2,4.3863,weibull,,fleet,0.383,True
Pollocksville Solar,SOILING,10,8.999,12,0.678063,0.643115,0.05154,0.05154,0.5154,1.2118,19.6348,weibull,,fleet,1.0,True
Pollocksville Solar,SOILING,10,8.999,24,0.678063,0.609277,0.101444,0.101444,1.0144,1.2118,19.6348,weibull,,fleet,1.0,True
Pollocksville Solar,SOILING,10,8.999,36,0.678063,0.576613,0.149617,0.149617,1.4962,1.2118,19.6348,weibull,,fleet,1.0,True
The Lawrenceville School Solar Facility,BOS_INTERMITTENT,2,13.585,12,0.10423,0.083442,0.199441,0.199441,0.3989,1.3211,7.3259,weibull,,fleet,1.0,True
The Lawrenceville School Solar Facility,BOS_INTERMITTENT,2,13.585,24,0.10423,0.06647,0.362273,0.362273,0.7245,1.3211,7.3259,weibull,,fleet,1.0,True
The Lawrenceville School Solar Facility,BOS_INTERMITTENT,2,13.585,36,0.10423,0.0527,0.494386,0.494386,0.9888,1.3211,7.3259,weibull,,fleet,1.0,True
Call Farms 1,OUTAGE_FULL,1,7.42,12,0.640977,0.597761,0.067423,0.067423,0.0674,1.153,14.9815,weibull,,fleet,1.0,True
Call Farms 1,OUTAGE_FULL,1,7.42,24,0.640977,0.556743,0.131416,0.131416,0.1314,1.153,14.9815,weibull,,fleet,1.0,True
Call Farms 1,OUTAGE_FULL,1,7.42,36,0.640977,0.517936,0.19196,0.19196,0.192,1.153,14.9815,weibull,,fleet,1.0,True
California State Univ at Channel Islands,UNATTRIBUTED,10,4.0,12,0.408502,0.310321,0.240343,0.240343,2.4034,1.2,4.3863,weibull,,fleet,0.8,True
California State Univ at Channel Islands,UNATTRIBUTED,10,4.0,24,0.408502,0.233091,0.429399,0.429399,4.294,1.2,4.3863,weibull,,fleet,0.8,True
California State Univ at Channel Islands,UNATTRIBUTED,10,4.0,36,0.408502,0.173385,0.57556,0.57556,5.7556,1.2,4.3863,weibull,,fleet,0.8,True
California PV Energy at ISD WWTP,UNATTRIBUTED,1,11.335,12,0.043963,0.031491,0.283683,0.283683,0.2837,1.2,4.3863,weibull,,fleet,1.0,True
California PV Energy at ISD WWTP,UNATTRIBUTED,1,11.335,24,0.043963,0.022435,0.489684,0.489684,0.4897,1.2,4.3863,weibull,,fleet,1.0,True
California PV Energy at ISD WWTP,UNATTRIBUTED,1,11.335,36,0.043963,0.015901,0.638302,0.638302,0.6383,1.2,4.3863,weibull,,fleet,1.0,True
Hecate Energy Cherrydale LLC,OUTAGE_FULL,10,8.082,12,0.6121,0.570337,0.068229,0.068229,0.6823,1.153,14.9815,weibull,,fleet,1.0,True
Hecate Energy Cherrydale LLC,OUTAGE_FULL,10,8.082,24,0.6121,0.530784,0.132846,0.132846,1.3285,1.153,14.9815,weibull,,fleet,1.0,True
Hecate Energy Cherrydale LLC,OUTAGE_FULL,10,8.082,36,0.6121,0.493432,0.193871,0.193871,1.9387,1.153,14.9815,weibull,,fleet,1.0,True
Thermo Fisher,SOILING,7,12.83,12,0.550415,0.519994,0.055269,0.055269,0.3869,1.2118,19.6348,weibull,,fleet,1.0,True
Thermo Fisher,SOILING,7,12.83,24,0.550415,0.490824,0.108266,0.108266,0.7579,1.2118,19.6348,weibull,,fleet,1.0,True
Thermo Fisher,SOILING,7,12.83,36,0.550415,0.462905,0.15899,0.15899,1.1129,1.2118,19.6348,weibull,,fleet,1.0,True
Theodore Drive Community Solar,BOS_INTERMITTENT,1,7.754,12,0.340328,0.282184,0.170845,0.170845,0.1708,1.3211,7.3259,weibull,,fleet,1.0,True
Theodore Drive Community Solar,BOS_INTERMITTENT,1,7.754,24,0.340328,0.232339,0.317306,0.317306,0.3173,1.3211,7.3259,weibull,,fleet,1.0,True
Theodore Drive Community Solar,BOS_INTERMITTENT,1,7.754,36,0.340328,0.190057,0.441547,0.441547,0.4415,1.3211,7.3259,weibull,,fleet,1.0,True
"Thigpen Farms Solar, LLC",SOILING,3,2.001,12,0.939096,0.902414,0.039061,0.039061,0.1172,1.2118,19.6348,weibull,,fleet,0.583,True
"Thigpen Farms Solar, LLC",SOILING,3,2.001,24,0.939096,0.864596,0.079331,0.079331,0.238,1.2118,19.6348,weibull,,fleet,0.583,True
"Thigpen Farms Solar, LLC",SOILING,3,2.001,36,0.939096,0.826419,0.119984,0.119984,0.36,1.2118,19.6348,weibull,,fleet,0.583,True
Thermo Fisher,BOS_INTERMITTENT,7,12.83,12,0.122886,0.098762,0.196309,0.196309,1.3742,1.3211,7.3259,weibull,,fleet,1.0,True
Thermo Fisher,BOS_INTERMITTENT,7,12.83,24,0.122886,0.078968,0.35739,0.35739,2.5017,1.3211,7.3259,weibull,,fleet,1.0,True
Thermo Fisher,BOS_INTERMITTENT,7,12.83,36,0.122886,0.062832,0.488697,0.488697,3.4209,1.3211,7.3259,weibull,,fleet,1.0,True
The GSI Group LLC at Assumption,TRACKER,1,4.914,12,0.863081,0.835536,0.031915,0.031915,0.0319,1.0748,29.209,weibull,,fleet,0.983,True
The GSI Group LLC at Assumption,TRACKER,1,4.914,24,0.863081,0.808535,0.063199,0.063199,0.0632,1.0748,29.209,weibull,,fleet,0.983,True
The GSI Group LLC at Assumption,TRACKER,1,4.914,36,0.863081,0.782125,0.093798,0.093798,0.0938,1.0748,29.209,weibull,,fleet,0.983,True
The GSI Group LLC at Assumption,UNATTRIBUTED,1,4.914,12,0.317854,0.238964,0.248196,0.248196,0.2482,1.2,4.3863,weibull,,fleet,0.983,True
The GSI Group LLC at Assumption,UNATTRIBUTED,1,4.914,24,0.317854,0.177893,0.440333,0.440333,0.4403,1.2,4.3863,weibull,,fleet,0.983,True
The GSI Group LLC at Assumption,UNATTRIBUTED,1,4.914,36,0.317854,0.131283,0.58697,0.58697,0.587,1.2,4.3863,weibull,,fleet,0.983,True
"Thigpen Farms Solar, LLC",OUTAGE_FULL,3,2.001,12,0.90649,0.855005,0.056796,0.056796,0.1704,1.153,14.9815,weibull,,fleet,0.583,True
"Thigpen Farms Solar, LLC",OUTAGE_FULL,3,2.001,24,0.90649,0.803937,0.113132,0.113132,0.3394,1.153,14.9815,weibull,,fleet,0.583,True
"Thigpen Farms Solar, LLC",OUTAGE_FULL,3,2.001,36,0.90649,0.754089,0.168122,0.168122,0.5044,1.153,14.9815,weibull,,fleet,0.583,True
Heartland Community College,OUTAGE_FULL,1,1.916,12,0.910838,0.859374,0.056502,0.056502,0.0565,1.153,14.9815,weibull,,fleet,0.383,True
Heartland Community College,OUTAGE_FULL,1,1.916,24,0.910838,0.808233,0.112649,0.112649,0.1126,1.153,14.9815,weibull,,fleet,0.383,True
Heartland Community College,OUTAGE_FULL,1,1.916,36,0.910838,0.758259,0.167514,0.167514,0.1675,1.153,14.9815,weibull,,fleet,0.383,True
Hazlehurst III,BLOCK_OUTAGE,9,6.001,12,0.547052,0.487786,0.108336,0.108336,0.975,1.1292,9.3899,weibull,,fleet,1.0,True
Hazlehurst III,BLOCK_OUTAGE,9,6.001,24,0.547052,0.434011,0.206637,0.206637,1.8597,1.1292,9.3899,weibull,,fleet,1.0,True
Hazlehurst III,BLOCK_OUTAGE,9,6.001,36,0.547052,0.385428,0.295445,0.295445,2.659,1.1292,9.3899,weibull,,fleet,1.0,True
Heber Solar,BOS_INTERMITTENT,5,11.587,12,0.160024,0.129483,0.190853,0.190853,0.9543,1.3211,7.3259,weibull,,fleet,1.0,True
Heber Solar,BOS_INTERMITTENT,5,11.587,24,0.160024,0.104199,0.348858,0.348858,1.7443,1.3211,7.3259,weibull,,fleet,1.0,True
Heber Solar,BOS_INTERMITTENT,5,11.587,36,0.160024,0.083416,0.478726,0.478726,2.3936,1.3211,7.3259,weibull,,fleet,1.0,True
Hazlehurst III,SOILING,9,6.001,12,0.788376,0.750807,0.047654,0.047654,0.4289,1.2118,19.6348,weibull,,fleet,1.0,True
Hazlehurst III,SOILING,9,6.001,24,0.788376,0.713953,0.094401,0.094401,0.8496,1.2118,19.6348,weibull,,fleet,1.0,True
Hazlehurst III,SOILING,9,6.001,36,0.788376,0.67799,0.140018,0.140018,1.2602,1.2118,19.6348,weibull,,fleet,1.0,True
Hecate Energy Albany 2 LLC,BOS_INTERMITTENT,10,1.667,12,0.868057,0.76857,0.114609,0.114609,1.1461,1.3211,7.3259,weibull,,fleet,0.383,True
Hecate Energy Albany 2 LLC,BOS_INTERMITTENT,10,1.667,24,0.868057,0.66974,0.22846,0.22846,2.2846,1.3211,7.3259,weibull,,fleet,0.383,True
Hecate Energy Albany 2 LLC,BOS_INTERMITTENT,10,1.667,36,0.868057,0.576234,0.33618,0.33618,3.3618,1.3211,7.3259,weibull,,fleet,0.383,True
Portage Solar Plant,BLOCK_OUTAGE,6,2.502,12,0.798802,0.720095,0.098531,0.098531,0.5912,1.1292,9.3899,weibull,,fleet,0.583,True
Portage Solar Plant,BLOCK_OUTAGE,6,2.502,24,0.798802,0.646585,0.190557,0.190557,1.1433,1.1292,9.3899,weibull,,fleet,0.583,True
Portage Solar Plant,BLOCK_OUTAGE,6,2.502,36,0.798802,0.578747,0.275482,0.275482,1.6529,1.1292,9.3899,weibull,,fleet,0.583,True
"PopeSun CSG, LLC",OUTAGE_FULL,2,8.0,12,0.615628,0.573684,0.068132,0.068132,0.1363,1.153,14.9815,weibull,,fleet,1.0,True
"PopeSun CSG, LLC",OUTAGE_FULL,2,8.0,24,0.615628,0.53395,0.132674,0.132674,0.2653,1.153,14.9815,weibull,,fleet,1.0,True
"PopeSun CSG, LLC",OUTAGE_FULL,2,8.0,36,0.615628,0.496417,0.19364,0.19364,0.3873,1.153,14.9815,weibull,,fleet,1.0,True
Hecate Energy Beacon Solar 4,BOS_INTERMITTENT,23,8.999,12,0.269194,0.221279,0.177992,0.177992,4.0938,1.3211,7.3259,weibull,,fleet,1.0,True
Hecate Energy Beacon Solar 4,BOS_INTERMITTENT,23,8.999,24,0.269194,0.180732,0.328617,0.328617,7.5582,1.3211,7.3259,weibull,,fleet,1.0,True
Hecate Energy Beacon Solar 4,BOS_INTERMITTENT,23,8.999,36,0.269194,0.146731,0.454923,0.454923,10.4632,1.3211,7.3259,weibull,,fleet,1.0,True
Hazlehurst III,OUTAGE_FULL,9,6.001,12,0.705917,0.659692,0.065482,0.065482,0.5893,1.153,14.9815,weibull,,fleet,1.0,True
Hazlehurst III,OUTAGE_FULL,9,6.001,24,0.705917,0.615569,0.127987,0.127987,1.1519,1.153,14.9815,weibull,,fleet,1.0,True
Hazlehurst III,OUTAGE_FULL,9,6.001,36,0.705917,0.573628,0.1874,0.1874,1.6866,1.153,14.9815,weibull,,fleet,1.0,True
The City of Vineland at North Vineland,BOS_INTERMITTENT,1,14.168,12,0.091606,0.073122,0.201773,0.201773,0.2018,1.3211,7.3259,weibull,,fleet,1.0,True
The City of Vineland at North Vineland,BOS_INTERMITTENT,1,14.168,24,0.091606,0.058087,0.365901,0.365901,0.3659,1.3211,7.3259,weibull,,fleet,1.0,True
The City of Vineland at North Vineland,BOS_INTERMITTENT,1,14.168,36,0.091606,0.045931,0.498603,0.498603,0.4986,1.3211,7.3259,weibull,,fleet,1.0,True
The City of Vineland at North Vineland,OUTAGE_FULL,1,14.168,12,0.391534,0.362622,0.073844,0.073844,0.0738,1.153,14.9815,weibull,,fleet,1.0,True
The City of Vineland at North Vineland,OUTAGE_FULL,1,14.168,24,0.391534,0.335583,0.142902,0.142902,0.1429,1.153,14.9815,weibull,,fleet,1.0,True
The City of Vineland at North Vineland,OUTAGE_FULL,1,14.168,36,0.391534,0.310332,0.207395,0.207395,0.2074,1.153,14.9815,weibull,,fleet,1.0,True
Calverton,BLOCK_OUTAGE,10,10.168,12,0.334839,0.296307,0.115075,0.115075,1.1507,1.1292,9.3899,weibull,,fleet,1.0,True
Calverton,BLOCK_OUTAGE,10,10.168,24,0.334839,0.261837,0.218022,0.218022,2.1802,1.1292,9.3899,weibull,,fleet,1.0,True
Calverton,BLOCK_OUTAGE,10,10.168,36,0.334839,0.23107,0.309905,0.309905,3.0991,1.1292,9.3899,weibull,,fleet,1.0,True
Caloosahatchee,BLOCK_OUTAGE,7,1.916,12,0.846863,0.765636,0.095914,0.095914,0.6714,1.1292,9.3899,weibull,,fleet,0.383,True
Caloosahatchee,BLOCK_OUTAGE,7,1.916,24,0.846863,0.688985,0.186427,0.186427,1.305,1.1292,9.3899,weibull,,fleet,0.383,True
Caloosahatchee,BLOCK_OUTAGE,7,1.916,36,0.846863,0.617794,0.270491,0.270491,1.8934,1.1292,9.3899,weibull,,fleet,0.383,True
Calverton,OUTAGE_FULL,10,10.168,12,0.527477,0.490312,0.070457,0.070457,0.7046,1.153,14.9815,weibull,,fleet,1.0,True
Calverton,OUTAGE_FULL,10,10.168,24,0.527477,0.455306,0.136822,0.136822,1.3682,1.153,14.9815,weibull,,fleet,1.0,True
Calverton,OUTAGE_FULL,10,10.168,36,0.527477,0.422403,0.1992,0.1992,1.992,1.153,14.9815,weibull,,fleet,1.0,True
Hecate Energy Albany County 1,BLOCK_OUTAGE,9,1.832,12,0.853911,0.772372,0.095489,0.095489,0.8594,1.1292,9.3899,weibull,,fleet,0.383,True
Hecate Energy Albany County 1,BLOCK_OUTAGE,9,1.832,24,0.853911,0.695285,0.185763,0.185763,1.6719,1.1292,9.3899,weibull,,fleet,0.383,True
Hecate Energy Albany County 1,BLOCK_OUTAGE,9,1.832,36,0.853911,0.623615,0.269696,0.269696,2.4273,1.1292,9.3899,weibull,,fleet,0.383,True
Call Farms 3,OUTAGE_FULL,1,7.42,12,0.640977,0.597761,0.067423,0.067423,0.0674,1.153,14.9815,weibull,,fleet,1.0,True
Call Farms 3,OUTAGE_FULL,1,7.42,24,0.640977,0.556743,0.131416,0.131416,0.1314,1.153,14.9815,weibull,,fleet,1.0,True
Call Farms 3,OUTAGE_FULL,1,7.42,36,0.640977,0.517936,0.19196,0.19196,0.192,1.153,14.9815,weibull,,fleet,1.0,True
The Source at White Plains (UBS),BOS_INTERMITTENT,1,3.669,12,0.669608,0.576111,0.13963,0.13963,0.1396,1.3211,7.3259,weibull,,fleet,0.583,True
The Source at White Plains (UBS),BOS_INTERMITTENT,1,3.669,24,0.669608,0.490354,0.2677,0.2677,0.2677,1.3211,7.3259,weibull,,fleet,0.583,True
The Source at White Plains (UBS),BOS_INTERMITTENT,1,3.669,36,0.669608,0.413443,0.38256,0.38256,0.3826,1.3211,7.3259,weibull,,fleet,0.583,True
"Hazel Solar, LLC",BOS_INTERMITTENT,1,4.83,12,0.561753,0.477371,0.150213,0.150213,0.1502,1.3211,7.3259,weibull,,fleet,0.966,True
"Hazel Solar, LLC",BOS_INTERMITTENT,1,4.83,24,0.561753,0.401926,0.284516,0.284516,0.2845,1.3211,7.3259,weibull,,fleet,0.966,True
"Hazel Solar, LLC",BOS_INTERMITTENT,1,4.83,36,0.561753,0.335605,0.402576,0.402576,0.4026,1.3211,7.3259,weibull,,fleet,0.966,True
"Portal Ridge Solar B, LLC",BOS_INTERMITTENT,10,8.83,12,0.278115,0.228872,0.17706,0.17706,1.7706,1.3211,7.3259,weibull,,fleet,1.0,True
"Portal Ridge Solar B, LLC",BOS_INTERMITTENT,10,8.83,24,0.278115,0.187131,0.327145,0.327145,3.2715,1.3211,7.3259,weibull,,fleet,1.0,True
"Portal Ridge Solar B, LLC",BOS_INTERMITTENT,10,8.83,36,0.278115,0.152077,0.453186,0.453186,4.5319,1.3211,7.3259,weibull,,fleet,1.0,True
"Portal Ridge Solar B, LLC",SOILING,10,8.83,12,0.684099,0.648971,0.051348,0.051348,0.5135,1.2118,19.6348,weibull,,fleet,1.0,True
"Portal Ridge Solar B, LLC",SOILING,10,8.83,24,0.684099,0.61494,0.101095,0.101095,1.0109,1.2118,19.6348,weibull,,fleet,1.0,True
"Portal Ridge Solar B, LLC",SOILING,10,8.83,36,0.684099,0.582073,0.149139,0.149139,1.4914,1.2118,19.6348,weibull,,fleet,1.0,True
Porter Solar,OUTAGE_FULL,7,10.335,12,0.521118,0.484317,0.070619,0.070619,0.4943,1.153,14.9815,weibull,,fleet,1.0,True
Porter Solar,OUTAGE_FULL,7,10.335,24,0.521118,0.449667,0.137111,0.137111,0.9598,1.153,14.9815,weibull,,fleet,1.0,True
Porter Solar,OUTAGE_FULL,7,10.335,36,0.521118,0.417108,0.199589,0.199589,1.3971,1.153,14.9815,weibull,,fleet,1.0,True
Camden CSD Solar Array,OUTAGE_FULL,5,7.001,12,0.659723,0.615598,0.066883,0.066883,0.3344,1.153,14.9815,weibull,,fleet,1.0,True
Camden CSD Solar Array,OUTAGE_FULL,5,7.001,24,0.659723,0.573656,0.130459,0.130459,0.6523,1.153,14.9815,weibull,,fleet,1.0,True
Camden CSD Solar Array,OUTAGE_FULL,5,7.001,36,0.659723,0.533923,0.190685,0.190685,0.9534,1.153,14.9815,weibull,,fleet,1.0,True
Camden CSD Solar Array,SOILING,5,7.001,12,0.750832,0.713978,0.049085,0.049085,0.2454,1.2118,19.6348,weibull,,fleet,1.0,True
Camden CSD Solar Array,SOILING,5,7.001,24,0.750832,0.678014,0.096984,0.096984,0.4849,1.2118,19.6348,weibull,,fleet,1.0,True
Camden CSD Solar Array,SOILING,5,7.001,36,0.750832,0.643068,0.143526,0.143526,0.7176,1.2118,19.6348,weibull,,fleet,1.0,True
Camden CSD Solar Array,BLOCK_OUTAGE,5,7.001,12,0.487825,0.434046,0.110243,0.110243,0.5512,1.1292,9.3899,weibull,,fleet,1.0,True
Camden CSD Solar Array,BLOCK_OUTAGE,5,7.001,24,0.487825,0.385459,0.209841,0.209841,1.0492,1.1292,9.3899,weibull,,fleet,1.0,True
Camden CSD Solar Array,BLOCK_OUTAGE,5,7.001,36,0.487825,0.341724,0.299495,0.299495,1.4975,1.1292,9.3899,weibull,,fleet,1.0,True
The GSI Group LLC at Assumption,BOS_INTERMITTENT,1,4.914,12,0.554261,0.470614,0.150918,0.150918,0.1509,1.3211,7.3259,weibull,,fleet,0.983,True
The GSI Group LLC at Assumption,BOS_INTERMITTENT,1,4.914,24,0.554261,0.395944,0.285637,0.285637,0.2856,1.3211,7.3259,weibull,,fleet,0.983,True
The GSI Group LLC at Assumption,BOS_INTERMITTENT,1,4.914,36,0.554261,0.330389,0.403911,0.403911,0.4039,1.3211,7.3259,weibull,,fleet,0.983,True
The Clorox Company,TRACKER,7,9.333,12,0.745729,0.720859,0.033349,0.033349,0.2334,1.0748,29.209,weibull,,fleet,1.0,True
The Clorox Company,TRACKER,7,9.333,24,0.745729,0.696647,0.065817,0.065817,0.4607,1.0748,29.209,weibull,,fleet,1.0,True
The Clorox Company,TRACKER,7,9.333,36,0.745729,0.673096,0.097399,0.097399,0.6818,1.0748,29.209,weibull,,fleet,1.0,True
Tesla Reno GigaFactory,BOS_INTERMITTENT,3,6.502,12,0.425602,0.356309,0.162811,0.162811,0.4884,1.3211,7.3259,weibull,,fleet,1.0,True
Tesla Reno GigaFactory,BOS_INTERMITTENT,3,6.502,24,0.425602,0.295983,0.304554,0.304554,0.9137,1.3211,7.3259,weibull,,fleet,1.0,True
Tesla Reno GigaFactory,BOS_INTERMITTENT,3,6.502,36,0.425602,0.244118,0.426416,0.426416,1.2792,1.3211,7.3259,weibull,,fleet,1.0,True
Camden Solar LLC,UNATTRIBUTED,12,4.082,12,0.399571,0.303233,0.241102,0.241102,2.8932,1.2,4.3863,weibull,,fleet,0.816,True
